,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3,Gene name
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6339083175530637e-06,PDE7A;PDE7
179,,,,,,,,,,,,4.119864633861993e-06,,,,,,,,,,,,,,,,,,,,,,C16orf22;FBL16;FBXL16
180,,,,,,,,7.631792224908459e-07,,,,,,,,,,,,,,,,,,,,,,,,,,EZF2;ZNF444;ZSCAN17
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3orf14;HT021
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5051333528745677e-06,,,,UFSP1
184,,,,,,,,,,,,,,,,3.893776797494715e-06,,,,,,,,,,,,,,,,,,LIME;LIME1;LP8067
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.945379836039674e-06,TMEM101
186,,,,,,,,,,,,,,,,,,,,,,,1.432316391567876e-07,,,,,,,,,,,HT015;MFRN;MSCP;SLC25A37
187,,,,,,,,,,,,,,,,,,,2.7317858078956214e-06,,,,,,,,,,,,,,,NMU
188,,,,,,,,,,,,,,,,,,,,,,,,3.6485820858079976e-07,,,,,,,,,,RINL
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.186371933675395e-07,,,ANKRD1;C193;CARP;HA1A2
190,,,,,,4.750969864307211e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEPR;LEPROT;OBR;hCG_20174
191,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7788258800073846e-07,,,,,,,CHPT1;CPT1;MSTP022
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.767329911194736e-07,C9orf130;NAG12
193,,,,,,,,,,,,,,,,,,,1.0720268046380065e-06,,,,,,,,,,,,,,,SIAT4B;ST3GAL2
194,,,,,,,,,,,,,,,,,,,,,,,5.301636676937694e-07,,,,,,,,,,,IFNABR;IFNAR2;IFNARB
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6370489052825737e-05,C7orf11;TTDN1;hCG_1780582;tcag7.446
196,,,,,,,,,4.384466314738811e-06,,,,,,,,,,,,,,,,,,,,,,,,,HOX8;MSX2
197,,,,,,,,,,,,,,,,,,,,,,,,,,,3.960380204209436e-06,,,,,,,SIAT7B;SIATL1;ST6GALNAC2;STHM
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2776757549477085e-06,
199,,,,,,5.594487085830865e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,BET;DNER;UNQ262/PRO299
200,,,,,,1.0733843913011018e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLA-DQA1;HLA-DQA2;HLA-DXA;DAMC-134I7.3-001;HLA-DQA1/DRA;HLA-DRA;HLA-DRA1;DADB-70I23.1-001;DAMA-224B5.1-001;DAMC-16P5.1-001;DADB-249P12.3-001;DAMA-367I24.3-001;DADB-70I23.1-002;DAMA-224B5.1-002;DAMC-16P5.1-002;DAQB-184K4.1-002;DASS-397D15.1-002;XXbac-BCX213L12.1-002;XXbac-BPG290C9.1-002
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.690552466689248e-06,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,1.181244722059218e-06,,,,,,,MARVELD3;MRVLDC3
203,,,,,,,,,,,,,,,,,,,,,1.2057639120457325e-06,,,,,,,,,,,,,G2E3;KIAA1333
204,,,,,,,,,,,,,,,,,,5.222221646479294e-06,,,,,,,,,,,,,,,,MBOAT1;OACT1
205,,,,,,,,,,,,,,,,,,,,,1.9301954231375384e-06,,,,,,,,,,,,,RP11-203D19.1-004;TLE1
206,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4948956599977897e-06,,,,,,,
207,,,,,,,,,,,,,,,3.5135779504180336e-06,,,,,,,,,,,,,,,,,,,C5orf43
208,,,9.021271997209872e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLS;HYLS1
209,,,5.804740070090968e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATP1C;ATP1G1;FXYD2
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.680544769102881e-07,,,GAGEE1;PAGE5;RP11-382F24.4-002;RP11-382F24.4-003
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.955585568835678e-07,,,,C16orf87
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.876426850774244e-06,,ADAMTS12;UNQ1918/PRO4389
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.182141855572295e-06,,,,HOX7;MSX1
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KCNMB4
215,,,,,,5.640911363861434e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPB41L4O;FRMD3
216,,,1.1051819345774797e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1orf159;UNQ2998/PRO9739;RP11-465B22.4-004
217,,,,,,,4.041969919012377e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,KIS;KIST;UHMK1;DKFZp667I0511
218,,,,,,,,,,,,,,,,,,,,,,,,,,,5.189074202473663e-07,,,,,,,ZNF688
219,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920605381086661e-07,,,,,,,
220,,,,,,1.7344679357748832e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTPD1;PTPN21
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.312523088111366e-07,,,,ZKSCAN10;ZNF202
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,7.282479679731557e-07,,,,,,,,,,,,,HBBP;RIS1;TMEM158
224,,,,,,,,,1.3573121534263289e-06,,,,,,,,,,,,,,,,,,,,,,,,,LRRC34;hCG_1787503
225,,,,,,,,,,,,,,,,,,,,,2.6609963662188366e-06,,,,,,,,,,,,,G16;NG2;RMA1;RNF5
226,,,,,,9.424130159827888e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSCA;UNQ206/PRO232
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0819645491908005e-06,,VGF
228,,,,,,,,,,,,,,,,,,6.999230574102724e-07,,,,,,,,,,,,,,,,SEMA4A;SEMAB;SEMB;UNQ783/PRO1317;DKFZp686D04248;RP11-54H19.2-014;RP11-54H19.2-004
229,,,,,,,,,,,,,,,,,,,,,1.9723604321443797e-06,,,,,,,,,,,,,NUDT22;PP11246
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,2.668789379121389e-07,,,,,,,,,,,,,,,,C17orf106;TEN1
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0580243276266419e-07,MESDC1
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGRH1;NGRL3;RTN4RL2
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5L2;GPR77
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNFAIP8L3
236,,,,,,,,,,,,,,,,,,,,,7.362499554080956e-05,,,,,,,,,,,,,RNF99;TRIM45;RP11-229A19.2-003
237,,,,,,,,1.7194855805350544e-06,,,,,,,,,,,,,,,,,,,,,,,,,,FAM132B
238,,,,,,,,2.547490295210412e-06,,,,,,,,,,,,,,,,,,,,,,,,,,LSM11
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.776977005155943e-07,,INHBA;hCG_17267;tcag7.474;DKFZp686A06204
240,0.00029730799828222416,0.0002656940164980269,0.00012498436217654255,0.0002077567090171297,0.0001686277621506665,0.00019610041955195516,0.0002944404374169856,0.00027126275017676183,0.00029386401985310626,0.00023698418356214967,0.0001746270995173611,0.00021128122130724598,0.00039097464980196824,0.00031453622998302153,0.0002741353726540251,0.00018390159813410362,0.0001273164307215666,0.00015369252115135406,0.00020801245974213858,0.00016176673091907926,0.00019925560535857906,0.0005626304343272003,0.00044812056038130086,0.00038822283535235703,0.00027940667080423784,0.00021190418720909996,0.00020085693913999102,0.0002836577518944406,0.00021641763216848683,0.00013251512667147278,0.0001262974320631224,0.00011967568376803076,0.00013980089148793784,ND2;MTND2;MT-ND2;NADH2;clone 82-2
241,,,,,,,,,,,,,,,,,,,,,1.2785192798324175e-06,,,,,,,,,,,,,KIAA0441;ZBTB24;ZNF450
242,,,,,1.4567625452474797e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNF145;DKFZp686M20237;DKFZp686M11215;DKFZp547B0914
243,,,,,1.2530424001780154e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0469426228416518e-07,,,,,,,MARVELD1;MRVLDC1
245,,,,,,,,,4.4182952888621983e-07,,,,,,,,,,,,,,,,,,,,,,,,,C16orf55
246,,,,,1.4443543934544913e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF2R;F2R;PAR1;TR;thrombin receptor;HTR
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,4.0251009526106667e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMP2;PSL4;SPPL3;hCG_1778029;UNQ1887
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMEPA1;STAG1;TMEPAI;hCG_40101;RP4-718J7.3-002;RP4-718J7.3-006;RP4-718J7.3-005
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.799134833453219e-08,CST2;CST4
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCDH15;RP11-449J3.2-019
253,,,,,,,,,,,,7.790170207504314e-07,,,,,,,,,,,,,,,,,,,,,,BTL;CHIC2
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.363751183075312e-06,,,,BAR;BFAR;RNF47
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP2;DKFZp779K0533
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPR120;GPR129;PGR4
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1427958086071618e-06,,GAGED2;XAGE1;XAGE1A;XAGE1B;XAGE1C;XAGE1D;XAGE1E
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.972815362295495e-07,,,,,,CCDC110;KMHN1
260,,,,,1.3137047397152132e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C21orf51;FAM165B
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2477002737655152e-06,,,,,SAMD12
262,,,3.975545948260619e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY3;ASPA2;HCBP1
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.006682387257905e-06,,
264,,,,,,,,,,,,,,,5.8522732140190145e-06,,,,,,,,,,,,,,,,,,,TIMP4
265,,,,,,,,,4.393086329856273e-07,,,,,,,,,,,,,,,,,,,,,,,,,FMO3
266,,,,,,,,,,,,,,,,,,,8.634349907054988e-06,,,,,,,,,,,,,,,EAP1;PTTG;PTTG1;TUTR1;hCG_16307;PTTG2
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15orf56
269,,,,,,,,,3.4426489360126815e-05,,,,,,,,,,,,,,,,,,,,,,,,,FOXN2;HTLF
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZAN
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHLHB42;HES4
272,,,,,,,,,,,,,1.035977073536461e-06,,,,,,,,,,,,,,,,,,,,,C6orf145
273,,,,,,,,,,,,,,,,,,,,,,,,,,,1.145473063757592e-05,,,,,,,
274,,,,,,,,,,,,,,,,4.06172066819562e-07,,,,,,,,,,,,,,,,,,KIAA0237;RIMS3
275,,,,,,,,,,,,2.919846002744088e-06,,,,,,,,,,,,,,,,1.7441644932432338e-06,,,,,,APM2;C10orf116;hCG_1773630;RP11-96C23.4;RP11-96C23.4-001;RP11-96C23.4-002
276,7.518443671365275e-06,,,,,,,,4.8959586115133275e-06,,,6.416555376362387e-06,3.061802296491793e-05,,,,,,,,,1.3058252411031371e-05,,2.4112382340279437e-05,,,,,,,,,,C17orf61
277,,,,,,9.540393232599683e-06,,2.852551790949873e-05,1.382189972091785e-05,,,,,,,,,,,,,,,,,,,,,,,,,CNIH;CNIL;UNQ155/PRO181;hCG_1785850
278,,,,,,,,,,,,,,,,,,7.014525536474251e-06,,,,,,,,,,,,,,,,IL2RG
279,,,,,,,,,,,,,,,,,,1.8802963396725135e-05,,,,,,,,,,,,,2.3225550947696525e-05,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6201348717811245e-06,ACT
281,,,,,,,,,,,,,,,,,,2.7853597827726233e-05,,,,,,,,,,,,,,,,P47;PLEK
282,,,,,,,,8.550776169464424e-06,1.0573620957826096e-05,,,,,,,,,,,,1.924625703340525e-05,,,,,,,,,,,,,ANKRA1;RFXANK;RFXB
283,,,,,,,,,,,,,,,,,,,,,,,8.004237419149427e-07,,,,,,,,,,,SEL1L
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62634862563151e-07,,CKLFSF7;DKFZp434I2129;CMTM7
285,,,,,,,,,7.098028483757317e-07,,,,,,,,,,,,,,,,,,,,,,,,,RPA12;ZNRD1;DAAP-65D20.6-001;DADB-60O11.10-001;DAMA-377D17.11-001;DAMC-182C13.9-001;hCG_23775
286,,,,,,,,,,,,,1.7633444061751182e-05,,,,,,,,,,,,,,9.065794721928894e-06,,,,,,,NINJ1
287,,,,,,9.497958675182876e-06,1.1459827412267653e-05,2.144946864903773e-05,2.7902925388066358e-05,,,1.5951515370150924e-05,,,,,,,,,,,4.023703419111738e-05,,,,,,,,,,,MRPL54
288,,,,,,,,,,,,,,,,,,,,,,,,,,1.5033151576979307e-06,,,,,,,,FLOT1;RFC1;SLC19A1
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6695891337735466e-05,,,,,,
290,,,,,,,3.685123755395281e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,C11orf15;TMEM9B;UNQ712/PRO1375;hCG_23891
291,,1.8421241983387438e-05,,,1.4676035946114535e-05,,,,,,8.484721520924533e-07,,,1.9072416915031923e-05,,,4.414144347018473e-06,,,,,,9.724089827963102e-06,2.047600002728084e-05,,2.3193700050694188e-05,3.100443924933351e-05,,6.588566624156334e-06,,,,3.268960355948907e-06,HIGD2A
292,,,,,,,,,,,,,,,,,,,,,2.5130277337662088e-05,,,,,,,,,,,,,DOK3
293,,,,,,,,,,,,,,,,,,1.089763607519936e-05,,,,,,,,,,,,,,,,CXCR4
294,,,1.0689509492525318e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFPI2;hCG_19196
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.372381021458283e-05,,,,,,CD68
296,,,,,,,,,1.7660367544635674e-06,,,,,,,,,,,,,,,,,,,,,,,,,CKN1;CSA;ERCC8
297,,,,,,,3.598720162486537e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,C2orf34
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,4.511759147497766e-06,,,,2.6477030497311906e-06,7.285310683971364e-06,,,,,5.977794025965611e-06,1.1548408679419902e-05,5.955959441483534e-06,8.390301998726212e-06,,,,,,,1.2140793129264038e-05,7.561186705458773e-06,1.8040855228112822e-06,,7.186129452416567e-06,6.3132484538177005e-06,1.2783048630619462e-05,,,9.581820371307989e-06,,,C20orf52;ROMO1
300,,,,6.4103171433478446e-06,,1.3029845785883865e-05,,,,,,,4.043189944306571e-06,,,,,,,,,,,,,,,,,,,,,C1orf72;TMEM51;RP5-903E17.1-004
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5676686556981903e-05,,,,ABHD7;EPHX4;EPHXRP
302,,,,2.86528955275496e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAGK
303,,,,,,,,,,,,,,,,,,3.248742580129321e-06,,,,,,,,,,,,,,,,C19orf77;HSPC323
304,,,,,,1.2842165890326974e-06,,,,,,,,,,,,1.6225470554374584e-05,,,,,,,,,,,,,,,,SFT2D2;UNQ512/PRO1027;RP4-747L4.1-003
305,,,,,,,,,1.7123902161496015e-06,,,,,,,,,,,,,,,,,,,,,,,,,FAM64A;hCG_1775697
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,8.709682037795828e-07,,,,,,,,,,,,,,,,DISC1;KIAA0457;RP4-730B13.1-002;RP4-730B13.1-008;RP4-730B13.1-007
308,,,,,,2.515076942041578e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFNGR1
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP11-501K14.2;RP11-501K14.2-002
310,,,2.771620579081188e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICA;PERB11.1
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICA;DAMA-345G11.2-002;DAMA-345G11.2-003;PERB11.1;DAMA-345G11.2-005;DAQB-48K1.7-005;DAQB-48K1.7-003
312,,,,,,,,,,,,4.715436997706202e-06,,,,,,,,,,,,,,,,,,,,,,HSPC100;KIAA1919;NAGLT1
313,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7439494045995602e-06,,,,,,,TMEM184A
314,,,,,,,,,,,,,,,,,,,,,,6.528975803374157e-06,,,,,,,,,,,,UBE2D4;hCG_17272;SFT;UBCH5;UBCH5A;UBE2D1
315,,,1.3663682985201739e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCT4;MCT5;SLC16A4
316,,,8.139182326898362e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRINL1A
317,,,,,,,5.643870979527546e-07,,,,,,,,,,,,,,2.4044197215877993e-05,,,,,,,,,5.989809076109722e-06,,,,C1orf85;PSEC0030;UNQ2553/PRO6182
318,,,2.2732268512973088e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FBW4;FBXW4;SHFM3;RP11-529I10.3-005;RP11-529I10.3-002
319,,,,,,,,5.01859949091717e-06,,,,,,,,,,,,,,,,,,,,,,,,,,C5orf19;REEP2;SGC32445;hCG_18785
320,,,,,,,,,,,,,,,,,,4.2498079109591814e-06,,,,,,,,,,,,,,,,FAM76A;RP3-426I6.1-005
321,,,,,,,,,,,,,,,,,,,,,1.4274742456544173e-05,,,,,,,,,,,,,C1orf174
322,,,,,,,,,,,,,,,,,,,,,3.9389936572767534e-05,,,,,,,,,,,,,BFT;PITX1;PTX1
323,,,,,,,,,,,,3.86691785708691e-07,,,,,,,,,,,,,,,,,,,,,,TNFAR;TNFR1;TNFRSF1A
324,,,,,,,,,,,,,,,,,,,,,,,,,,,4.002827557643688e-06,,,,,,,BIGM103;PP3105;SLC39A8;ZIP8
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.985342119966774e-06,,,,TBL1XR1
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.737971446374215e-06,,,,ZNF335
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.794801570065713e-06,,CDHF1;DSC1;hCG_25474
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.119589920974841e-06,,,,ZXDB;ZXDA
329,,,,,,4.03145926265781e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHH;IHH
330,,,,,,,,,,,,,,,,,3.999452386984391e-06,,,,,,,,,,,,,,,,,1R21;BHLHB25;HEIR1;ID3
331,,,,,,,,,,,,2.542939024782123e-06,,,,,,,,,,,,,,,,,,,,,,BEGAIN;KIAA1446
332,,,,,,,,,,,,,,,,,,8.165208906434811e-07,,,,,,,,,,,,,,,,DUSP7;PYST2
333,,,,,,,,,,,,,,,,1.9089829647611312e-05,1.3846771672571609e-05,1.1212108727787697e-05,,,,,,2.0315668678833515e-06,,,,,,,,3.762336526045698e-06,4.837663471953704e-06,DRAK2;STK17B;hCG_20077
334,,,,,,,3.517200102173794e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,HS6ST2;PSEC0092
335,,,,,,3.5321104504367793e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXD4;UBXN2A
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CD66D;CEACAM3;CGM1;hCG_22311;CEA
337,,,3.884022859368401e-06,,,,,,,,,,,,,,,,,,,,,,,,2.1099291928325312e-06,,,,,,,ELOVL7
338,,,,,,,,,1.442891708600163e-06,,,,,,,,,,,,,,,,,,,,,,,,,C14orf126
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EBF4;COE4;KIAA1442
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2924834167299622e-05,,,,DET1
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.67598039101808e-06,,,,BORG1;CDC42EP2;CEP2
342,,,,,,,,,,,,,,7.743578969269217e-06,2.7994814429453966e-06,,,,,,,6.426271340560598e-06,1.4404592011850439e-05,1.596861026370721e-05,7.473076831242346e-06,,1.6899695558740588e-05,,,,,,,MAL2
343,,,,,,4.34092493260792e-06,5.119341214229686e-06,,,,,5.566842660033231e-06,,,,,,,,,,,,,,,,,,,,,,C16orf53;PA1
344,,,,,,,,,,,5.842753884270827e-05,,7.794803014823575e-05,0.00011295116941687843,,,,1.5140398309500277e-05,,,,,,,7.436703169521563e-05,,6.919502666801796e-05,,,,,5.271092516372335e-05,,HSPC039;IER3IP1
345,,,,,,,,,,,,,1.0795012373189891e-05,,,,,,,,,,,,,,,,,,,,,SLC19A3
346,,,,,,,,,,,,,,,,,,,1.3381063894596568e-05,,,,,,,,,,,,,,,CD32;FCG2;FCGR2C;IGFR2;FCGR2A;FCGR2A1
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6515116961177086e-06,EPT1;KIAA1724;SELI;hCG_1651316;tmp_locus_24
348,,,,,,,,,,,,4.264203739491359e-06,,,,,,,,,,,,,,,,,,,,,,UNQ607
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.507986987243082e-06,CD34;RP11-328D5.2-003;DKFZp686I22213
350,,,2.3387121790132407e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOXJ3;KIAA1041;hCG_21708
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6858385459534853e-06,,,,BCL2L3;MCL1
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,5.009827030530428e-06,,,,,,,,,,,,,,,,,,,2.370585664233157e-06,MCL1
354,,,,,,,,,,,,,,,,,,,,,1.3942038622454926e-05,,,,,,,,,,,,,HSPC301;ING3;ING2
355,,,,,,,6.126664194692612e-06,6.385479841747675e-06,,,,,,,,,,,,,,,,,,,,,,,,,,SOX11
356,,,,,,,,,1.6894359748046473e-06,,,,,,,,,,,,,,,,,,,,,,,,,ALX1;CART1
357,,,,,,,,,,,,,,,,,,,,,,,,,2.7662437601437163e-06,,,,,7.522392317553029e-06,,,,CLN6
358,,,,,,,8.226973096597871e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,C13orf32;SLAIN1;RP11-188A23.1-005;RP11-188A23.1-003
359,,,,,,,,1.5263338584275419e-06,,,,,,,,,,,,,,,,,,,,,,,,,,ARMCX5
360,,,5.650407598610336e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMS2L11;PMSR6
361,,,,1.7562021976928597e-05,2.8003013308810386e-05,3.812187699117307e-05,,,,,,3.0687389572799873e-06,1.1909818537459759e-05,,,,,,,,,,,,,,,4.900398983571526e-06,,,5.1902947905910046e-06,1.0021613255812567e-05,,PP1201;PSEC0158;RECS1;TMBIM1
362,,,,,,,,,,,,,9.248475373128807e-05,,8.146603754286046e-05,,,,,,,,,,,,,,,,,,,G17;NAT1;SLC38A3;SN1;SNAT3
363,,,,,,9.094551271344424e-07,,,,,,,,,,,,,,,,,,,,,7.969588194177454e-07,,,,,,,DXS9879E;ESO3;ITBA2;LAGE3;XX-FW81657B9.4-002
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C20orf100;GCX1;TOX2
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,3.88420623888726e-05,,,,,,,,,,,,,RHOXF2B
367,,,,,,,,,,,,,,,,,,,,,,,4.4069077759904474e-05,,,,,,,,,,,GAGE3;GAGE5;GAGE6
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARP1;PITX2;RGS;RIEG;RIEG1;PITX3;PTX3
369,,,,,,,,2.4665023763292456e-05,,,,,,,,,,,,,,,,,,,,,,,,,,AF9;MLLT3;YEATS3;LTG9/MLLT3;DKFZp686D09204;RP11-15P13.2-002
370,,,,,,,6.020493295607395e-06,1.1960588206173636e-05,8.203718275253404e-06,,,,,,,,,,,,,,,,,,,,,,,,,SIX1
371,,,,,,8.492416308809717e-06,,1.1407160133698949e-05,,,,,1.0679136666895776e-05,,,,,,,,,,,,,,,,,,,,,BM-021;C6orf209;CD001;LMBRD1;MSTP044;NESI
372,,,,,,2.5519918063750188e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNF24
373,,,,,,,,,,,,,,,,,,,,,,,9.87081385620144e-07,,,,,,,,,,,KIAA1165;N4WBP5A;NDFIP2
374,,,,,,,8.019754559054703e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,KIAA1677;KLHL15
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.305895029296669e-07,ELK1
376,,,,,,,,,,,,,,,,5.532673639662203e-06,,1.3155498233577415e-05,,,,,,,,,,,,,,,,SIT;SIT1
377,,,,,,,,,,,,1.5551559513369545e-06,,,,,,,,,,,,,,,,,,,,,,SIX2
378,,,,,,1.0431224099270234e-05,2.5296479051166097e-06,1.2711053253374035e-05,1.061697360859403e-05,,,1.4899165580797914e-05,,,,,,,3.553265379535649e-05,,,,,,,,,,,,,,,MEA;MEA1
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.476686431946766e-06,,,HOHO1;KCNK1;KCNO1;TWIK1
380,,,,,,,,,,,,,,,,,,,,,,,,,6.400655416446799e-06,,,,,,,,,
381,,,,,,,,,5.213288243516677e-06,,,,,,,,,5.299456121344158e-06,,,,,,,,,,,,,,,,FLJ14981;hCG_2004608;MPND
